Gene	Uniprot	Breast cancer	Cervical cancer	Colorectal cancer	Endometrial cancer	Glioma	Head and neck cancer	Liver cancer	Lung cancer	Melanoma	Ovarian cancer	Pancreatic cancer	Prostate cancer	Renal cancer	Stomach cancer	Testis cancer	Thyroid cancer	Urothelial cancer
ACSF2	Q96CM8	unprognostic (1.40e-2)	unprognostic (1.34e-1)	unprognostic (2.58e-1)	unprognostic (1.53e-1)	unprognostic (1.06e-1)	unprognostic (2.11e-1)	unprognostic (8.48e-2)	unprognostic (1.14e-2)	unprognostic (6.49e-2)	unprognostic (7.83e-2)	unprognostic (2.41e-1)	unprognostic (1.77e-1)	prognostic unfavourable (2.17e-4)	unprognostic (1.72e-2)	unprognostic (1.11e-1)	unprognostic (2.45e-2)	prognostic favourable (2.41e-4)
GDF6	Q6KF10	unprognostic (1.13e-1)	unprognostic (1.60e-1)	unprognostic (1.83e-2)	unprognostic (9.66e-9)	unprognostic (6.49e-2)	unprognostic (1.47e-1)	unprognostic (1.41e-1)	unprognostic (3.18e-2)	unprognostic (3.80e-3)	unprognostic (1.09e-3)	unprognostic (5.37e-2)	unprognostic (8.13e-3)	prognostic unfavourable (2.17e-4)	unprognostic (5.88e-4)	unprognostic (1.88e-2)	unprognostic (2.68e-2)	unprognostic (1.71e-1)
CUL7	Q14999	unprognostic (2.32e-2)	unprognostic (4.79e-2)	unprognostic (1.01e-3)	unprognostic (6.06e-2)	unprognostic (5.41e-3)	unprognostic (4.95e-2)	unprognostic (3.72e-2)	unprognostic (1.94e-2)	unprognostic (1.01e-1)	unprognostic (9.81e-2)	unprognostic (2.13e-3)	unprognostic (4.81e-1)	prognostic unfavourable (2.19e-4)	unprognostic (8.92e-2)	unprognostic (6.78e-2)	unprognostic (2.23e-1)	unprognostic (3.35e-1)
CCT6A	P40227	prognostic unfavourable (4.04e-4)	unprognostic (5.32e-3)	unprognostic (1.34e-1)	unprognostic (2.81e-1)	unprognostic (3.02e-1)	prognostic unfavourable (8.45e-4)	prognostic unfavourable (9.00e-10)	unprognostic (1.19e-2)	unprognostic (3.17e-1)	unprognostic (1.67e-2)	unprognostic (3.24e-2)	unprognostic (4.82e-2)	prognostic unfavourable (2.19e-4)	unprognostic (1.35e-1)	unprognostic (1.20e-1)	unprognostic (1.78e-1)	unprognostic (9.44e-3)
FLT1	P17948	unprognostic (3.33e-2)	unprognostic (3.52e-3)	unprognostic (1.13e-3)	unprognostic (5.02e-2)	unprognostic (3.65e-1)	unprognostic (5.03e-2)	unprognostic (8.25e-2)	unprognostic (2.27e-3)	unprognostic (9.91e-2)	unprognostic (6.61e-2)	unprognostic (2.33e-1)	unprognostic (1.57e-1)	prognostic unfavourable (2.19e-4)	unprognostic (4.20e-2)	unprognostic (6.00e-2)	unprognostic (1.57e-1)	unprognostic (6.32e-2)
DOK2	O60496	unprognostic (5.39e-2)	unprognostic (8.84e-3)	unprognostic (8.72e-3)	unprognostic (1.74e-3)	unprognostic (2.14e-2)	unprognostic (2.30e-3)	unprognostic (1.34e-1)	unprognostic (7.22e-2)	prognostic favourable (4.31e-4)	unprognostic (2.22e-1)	unprognostic (4.19e-2)	unprognostic (1.90e-1)	prognostic unfavourable (2.20e-4)	unprognostic (1.88e-1)	unprognostic (1.24e-2)	unprognostic (3.19e-1)	unprognostic (2.80e-1)
SPRY4	Q9C004	unprognostic (9.54e-3)	prognostic unfavourable (7.12e-4)	unprognostic (2.18e-1)	unprognostic (1.16e-1)	unprognostic (8.70e-2)	unprognostic (3.23e-2)	unprognostic (3.98e-3)	unprognostic (1.08e-1)	unprognostic (6.89e-2)	unprognostic (1.44e-2)	unprognostic (1.48e-1)	unprognostic (9.89e-2)	prognostic unfavourable (2.20e-4)	unprognostic (6.29e-3)	unprognostic (3.63e-2)	unprognostic (4.59e-2)	unprognostic (8.21e-2)
MRPL36	Q9P0J6	unprognostic (2.23e-2)	unprognostic (1.04e-1)	unprognostic (3.57e-2)	unprognostic (7.83e-3)	unprognostic (2.03e-2)	unprognostic (2.01e-2)	unprognostic (1.09e-3)	unprognostic (1.68e-1)	unprognostic (1.90e-2)	unprognostic (1.37e-2)	unprognostic (5.39e-2)	unprognostic (2.67e-1)	prognostic unfavourable (2.21e-4)	unprognostic (8.53e-2)	unprognostic (9.83e-2)	unprognostic (3.20e-1)	unprognostic (1.33e-1)
FPR1	P21462	unprognostic (5.54e-2)	unprognostic (4.16e-2)	unprognostic (1.88e-1)	unprognostic (1.22e-1)	unprognostic (8.50e-2)	unprognostic (1.38e-1)	unprognostic (1.96e-1)	unprognostic (1.14e-1)	unprognostic (1.15e-1)	unprognostic (5.48e-3)	unprognostic (4.59e-2)	unprognostic (8.34e-2)	prognostic unfavourable (2.21e-4)	unprognostic (6.03e-2)	unprognostic (4.52e-3)	unprognostic (1.54e-2)	unprognostic (1.70e-3)
OLFM2	O95897	unprognostic (1.42e-2)	unprognostic (3.93e-2)	prognostic unfavourable (3.05e-4)	unprognostic (1.99e-2)	unprognostic (5.91e-2)	unprognostic (3.39e-2)	unprognostic (8.78e-2)	unprognostic (4.47e-2)	unprognostic (8.04e-2)	unprognostic (4.03e-2)	unprognostic (1.41e-3)	unprognostic (2.77e-2)	prognostic unfavourable (2.21e-4)	unprognostic (6.23e-2)	unprognostic (5.67e-2)	unprognostic (1.41e-2)	unprognostic (1.23e-1)
SERPINB6	P35237	unprognostic (3.44e-1)	unprognostic (1.03e-1)	unprognostic (8.72e-2)	unprognostic (1.96e-3)	unprognostic (2.72e-2)	unprognostic (1.56e-2)	unprognostic (1.66e-3)	unprognostic (1.96e-2)	unprognostic (7.63e-2)	prognostic favourable (4.81e-4)	unprognostic (3.51e-1)	unprognostic (1.54e-1)	prognostic unfavourable (2.21e-4)	unprognostic (1.59e-1)	unprognostic (5.08e-2)	unprognostic (1.80e-1)	unprognostic (1.10e-2)
ARID4B	Q4LE39	unprognostic (2.62e-1)	unprognostic (2.38e-1)	unprognostic (1.67e-1)	unprognostic (1.32e-1)	unprognostic (1.87e-3)	unprognostic (7.75e-2)	unprognostic (1.27e-1)	unprognostic (4.16e-2)	unprognostic (1.30e-2)	unprognostic (1.03e-1)	unprognostic (5.69e-2)	unprognostic (1.23e-1)	prognostic unfavourable (2.23e-4)	unprognostic (1.42e-2)	unprognostic (1.25e-1)	unprognostic (3.52e-2)	unprognostic (8.84e-3)
SFR1	Q86XK3	unprognostic (2.79e-2)	unprognostic (2.58e-3)	unprognostic (1.94e-2)	unprognostic (3.78e-1)	unprognostic (8.54e-2)	unprognostic (4.42e-3)	prognostic unfavourable (2.59e-5)	unprognostic (6.20e-2)	unprognostic (9.39e-2)	unprognostic (5.19e-2)	unprognostic (8.88e-3)	unprognostic (2.21e-2)	prognostic unfavourable (2.23e-4)	unprognostic (2.86e-2)	unprognostic (4.66e-2)	unprognostic (8.44e-2)	unprognostic (2.24e-2)
TM4SF1	P30408	unprognostic (1.94e-1)	unprognostic (2.25e-2)	unprognostic (5.20e-2)	unprognostic (4.79e-2)	unprognostic (2.89e-2)	unprognostic (2.47e-3)	unprognostic (3.85e-3)	unprognostic (2.74e-2)	unprognostic (5.09e-1)	unprognostic (3.23e-1)	prognostic unfavourable (4.01e-4)	unprognostic (4.06e-1)	prognostic unfavourable (2.24e-4)	unprognostic (4.67e-2)	unprognostic (2.10e-1)	unprognostic (2.67e-1)	prognostic unfavourable (3.43e-6)
RHBDD3	Q9Y3P4	unprognostic (9.38e-2)	unprognostic (1.19e-2)	unprognostic (1.22e-1)	prognostic favourable (2.67e-6)	unprognostic (1.74e-1)	unprognostic (1.23e-1)	unprognostic (1.13e-3)	unprognostic (1.23e-2)	unprognostic (1.57e-1)	unprognostic (8.46e-2)	unprognostic (4.42e-3)	unprognostic (1.80e-1)	prognostic unfavourable (2.24e-4)	unprognostic (2.11e-3)	unprognostic (1.84e-1)	unprognostic (1.03e-1)	unprognostic (3.42e-3)
FYB1	O15117	unprognostic (5.65e-2)	unprognostic (2.92e-2)	unprognostic (1.56e-2)	unprognostic (6.26e-2)	unprognostic (4.08e-1)	unprognostic (3.29e-2)	unprognostic (2.60e-1)	unprognostic (1.97e-1)	unprognostic (1.24e-1)	unprognostic (5.63e-2)	unprognostic (5.35e-2)	unprognostic (3.21e-1)	prognostic unfavourable (2.24e-4)	unprognostic (2.40e-1)	unprognostic (4.14e-2)	unprognostic (8.99e-2)	unprognostic (1.51e-1)
ITGA1	P56199	unprognostic (1.48e-1)	unprognostic (1.07e-2)	unprognostic (2.44e-1)	unprognostic (1.33e-1)	unprognostic (1.38e-1)	unprognostic (9.89e-3)	unprognostic (2.74e-1)	unprognostic (1.72e-1)	unprognostic (1.79e-3)	unprognostic (1.50e-2)	unprognostic (2.62e-1)	unprognostic (9.86e-2)	prognostic unfavourable (2.24e-4)	unprognostic (3.13e-3)	unprognostic (2.06e-2)	unprognostic (1.07e-2)	unprognostic (1.62e-2)
NMB	P08949	unprognostic (2.44e-2)	unprognostic (1.10e-1)	unprognostic (2.34e-3)	unprognostic (3.79e-1)	prognostic favourable (3.43e-4)	unprognostic (3.81e-1)	unprognostic (6.45e-2)	unprognostic (1.45e-2)	unprognostic (2.17e-1)	unprognostic (4.36e-1)	unprognostic (7.24e-2)	unprognostic (2.10e-1)	prognostic unfavourable (2.25e-4)	unprognostic (7.92e-3)	unprognostic (1.45e-1)	unprognostic (1.71e-2)	unprognostic (1.00e-1)
ZNF248	Q8NDW4	unprognostic (6.25e-3)	unprognostic (1.16e-2)	unprognostic (3.75e-2)	unprognostic (3.15e-2)	unprognostic (3.20e-2)	unprognostic (6.51e-3)	unprognostic (2.50e-4)	prognostic favourable (1.04e-4)	unprognostic (6.37e-3)	unprognostic (2.05e-2)	prognostic favourable (1.22e-4)	prognostic unfavourable (6.71e-4)	prognostic unfavourable (2.25e-4)	unprognostic (2.70e-1)	unprognostic (1.62e-1)	unprognostic (9.51e-2)	unprognostic (8.68e-3)
PWP1	Q13610	unprognostic (7.06e-2)	unprognostic (1.82e-1)	unprognostic (2.70e-2)	unprognostic (1.92e-1)	unprognostic (1.81e-1)	prognostic unfavourable (9.65e-4)	prognostic unfavourable (1.40e-5)	unprognostic (1.97e-2)	unprognostic (1.41e-1)	unprognostic (2.66e-1)	unprognostic (1.08e-1)	unprognostic (1.89e-1)	prognostic unfavourable (2.26e-4)	unprognostic (2.00e-1)	unprognostic (6.95e-2)	unprognostic (6.13e-2)	unprognostic (1.10e-2)
LGALS4	P56470	unprognostic (1.11e-1)	unprognostic (1.12e-1)	unprognostic (2.57e-3)	unprognostic (7.88e-2)	unprognostic (1.12e-1)	unprognostic (1.61e-2)	unprognostic (5.01e-2)	unprognostic (5.34e-2)	unprognostic (1.54e-1)	unprognostic (7.58e-2)	unprognostic (3.80e-2)	unprognostic (1.48e-2)	prognostic unfavourable (2.28e-4)	unprognostic (1.69e-1)	unprognostic (3.38e-1)	unprognostic (9.71e-2)	prognostic favourable (3.21e-4)
DNAJB4	Q9UDY4	unprognostic (1.21e-1)	unprognostic (4.36e-2)	unprognostic (2.19e-1)	unprognostic (5.50e-3)	unprognostic (3.40e-2)	unprognostic (4.76e-3)	unprognostic (4.32e-3)	unprognostic (3.93e-3)	unprognostic (1.53e-1)	unprognostic (2.16e-1)	unprognostic (2.00e-1)	unprognostic (3.22e-1)	prognostic unfavourable (2.28e-4)	unprognostic (1.60e-2)	unprognostic (1.51e-1)	unprognostic (7.12e-3)	unprognostic (1.01e-2)
TOR1AIP2	"Q8NFQ8, Q9H496"	unprognostic (1.22e-1)	unprognostic (8.49e-3)	unprognostic (2.61e-1)	unprognostic (2.25e-2)	unprognostic (2.15e-1)	unprognostic (1.92e-2)	unprognostic (4.35e-2)	unprognostic (1.82e-1)	unprognostic (6.17e-2)	unprognostic (7.64e-3)	unprognostic (3.06e-1)	unprognostic (3.45e-1)	prognostic unfavourable (2.29e-4)	unprognostic (9.99e-2)	unprognostic (1.05e-1)	unprognostic (8.36e-2)	unprognostic (1.36e-1)
RFC5	P40937	unprognostic (9.63e-2)	prognostic favourable (8.05e-5)	unprognostic (5.12e-3)	unprognostic (2.25e-2)	unprognostic (1.06e-2)	unprognostic (2.16e-2)	unprognostic (1.40e-3)	unprognostic (1.10e-1)	unprognostic (2.35e-3)	unprognostic (1.42e-1)	unprognostic (1.05e-1)	unprognostic (2.81e-2)	prognostic unfavourable (2.30e-4)	unprognostic (1.44e-1)	unprognostic (2.15e-1)	unprognostic (2.70e-1)	unprognostic (5.06e-1)
SNX3	O60493	prognostic unfavourable (4.37e-5)	unprognostic (1.70e-2)	unprognostic (2.44e-1)	unprognostic (1.04e-2)	unprognostic (2.49e-1)	unprognostic (1.82e-2)	unprognostic (7.74e-3)	unprognostic (2.16e-2)	unprognostic (2.36e-1)	unprognostic (5.76e-2)	unprognostic (1.87e-1)	unprognostic (7.66e-2)	prognostic unfavourable (2.30e-4)	unprognostic (2.32e-2)	unprognostic (1.68e-1)	unprognostic (1.50e-1)	unprognostic (1.67e-1)
PTRHD1	Q6GMV3	unprognostic (1.28e-2)	unprognostic (5.79e-2)	unprognostic (6.34e-2)	unprognostic (1.34e-2)	unprognostic (2.61e-2)	unprognostic (3.99e-1)	unprognostic (8.84e-3)	unprognostic (1.26e-1)	unprognostic (3.69e-1)	unprognostic (8.31e-3)	unprognostic (1.58e-1)	unprognostic (2.12e-1)	prognostic unfavourable (2.31e-4)	unprognostic (2.93e-1)	unprognostic (1.55e-1)	unprognostic (1.51e-1)	unprognostic (5.76e-2)
ZNF37A	P17032	unprognostic (8.64e-2)	unprognostic (1.24e-1)	unprognostic (3.22e-1)	unprognostic (6.87e-2)	unprognostic (1.17e-2)	unprognostic (2.31e-2)	prognostic unfavourable (2.83e-4)	unprognostic (7.65e-3)	unprognostic (2.47e-1)	unprognostic (3.54e-2)	unprognostic (1.02e-2)	unprognostic (1.59e-1)	prognostic unfavourable (2.31e-4)	unprognostic (4.39e-2)	unprognostic (1.29e-1)	unprognostic (3.43e-2)	unprognostic (3.09e-2)
RPL36	Q9Y3U8	unprognostic (2.81e-2)	unprognostic (5.70e-3)	unprognostic (8.16e-2)	unprognostic (6.28e-3)	unprognostic (2.25e-2)	unprognostic (1.20e-1)	unprognostic (3.82e-2)	unprognostic (5.48e-2)	unprognostic (1.29e-1)	unprognostic (2.39e-2)	unprognostic (2.27e-1)	unprognostic (4.65e-2)	prognostic unfavourable (2.32e-4)	unprognostic (7.07e-2)	unprognostic (4.06e-2)	unprognostic (4.23e-2)	unprognostic (3.51e-2)
BLZF1	Q9H2G9	unprognostic (5.25e-2)	unprognostic (9.03e-2)	unprognostic (9.31e-3)	unprognostic (1.48e-2)	unprognostic (4.66e-1)	unprognostic (4.00e-1)	unprognostic (2.34e-2)	unprognostic (4.52e-3)	unprognostic (1.07e-1)	unprognostic (8.72e-2)	unprognostic (1.81e-3)	unprognostic (4.86e-2)	prognostic unfavourable (2.33e-4)	unprognostic (3.28e-1)	unprognostic (3.06e-2)	unprognostic (7.53e-2)	unprognostic (2.18e-1)
PHC2	Q8IXK0	unprognostic (8.58e-3)	unprognostic (2.10e-1)	unprognostic (9.51e-2)	unprognostic (3.69e-1)	unprognostic (2.00e-1)	unprognostic (2.77e-1)	prognostic unfavourable (2.28e-6)	unprognostic (1.04e-1)	unprognostic (2.40e-1)	unprognostic (7.91e-2)	unprognostic (3.08e-1)	unprognostic (1.85e-1)	prognostic unfavourable (2.35e-4)	unprognostic (2.16e-1)	unprognostic (1.57e-1)	unprognostic (3.65e-2)	unprognostic (1.72e-1)
ORM1	P02763	unprognostic (3.85e-1)	unprognostic (2.12e-1)	unprognostic (1.09e-2)	unprognostic (2.16e-2)	unprognostic (3.22e-2)	unprognostic (1.47e-1)	unprognostic (2.29e-1)	unprognostic (2.26e-1)		unprognostic (1.16e-1)	unprognostic (4.85e-2)	unprognostic (1.74e-1)	prognostic unfavourable (2.35e-4)	unprognostic (2.10e-1)	unprognostic (4.38e-2)	unprognostic (9.32e-3)	unprognostic (4.51e-2)
CHRDL1	Q9BU40	unprognostic (5.13e-2)	unprognostic (6.31e-2)	unprognostic (8.50e-3)	unprognostic (2.48e-3)	unprognostic (1.99e-2)	unprognostic (1.72e-2)	unprognostic (7.26e-3)	unprognostic (1.42e-2)	unprognostic (4.89e-2)	unprognostic (5.54e-2)	unprognostic (3.43e-2)	unprognostic (3.56e-1)	prognostic unfavourable (2.36e-4)	unprognostic (4.75e-3)	unprognostic (7.91e-2)	unprognostic (5.01e-2)	prognostic unfavourable (2.23e-4)
NRBF2	Q96F24	unprognostic (7.71e-2)	unprognostic (2.74e-1)	unprognostic (1.71e-1)	unprognostic (2.05e-2)	unprognostic (1.47e-2)	unprognostic (1.04e-1)	unprognostic (1.21e-1)	unprognostic (1.32e-2)	unprognostic (2.33e-1)	unprognostic (9.57e-2)	unprognostic (2.42e-3)	unprognostic (1.31e-2)	prognostic unfavourable (2.36e-4)	unprognostic (2.38e-1)	unprognostic (3.21e-2)	unprognostic (2.44e-2)	unprognostic (1.59e-2)
IER5	Q5VY09	unprognostic (1.18e-1)	unprognostic (1.31e-1)	unprognostic (2.55e-1)	prognostic favourable (2.42e-7)	unprognostic (1.00e-2)	unprognostic (1.47e-1)	unprognostic (2.63e-3)	prognostic unfavourable (1.18e-4)	unprognostic (2.81e-3)	unprognostic (8.37e-2)	unprognostic (1.46e-2)	unprognostic (2.12e-1)	prognostic unfavourable (2.36e-4)	unprognostic (1.26e-2)	unprognostic (2.54e-1)	unprognostic (1.11e-1)	unprognostic (1.09e-1)
EEF2K	O00418	unprognostic (4.79e-2)	unprognostic (6.10e-1)	unprognostic (3.89e-2)	unprognostic (3.49e-1)	unprognostic (1.94e-2)	unprognostic (5.09e-3)	unprognostic (1.40e-1)	unprognostic (2.24e-2)	unprognostic (1.74e-1)	unprognostic (8.50e-2)	unprognostic (2.01e-2)	unprognostic (9.07e-3)	prognostic unfavourable (2.38e-4)	unprognostic (2.86e-1)	unprognostic (1.11e-1)	unprognostic (1.24e-1)	unprognostic (1.80e-1)
SLC22A23	A1A5C7	unprognostic (4.58e-2)	unprognostic (2.48e-1)	unprognostic (1.05e-1)	prognostic favourable (6.57e-4)	unprognostic (5.16e-3)	unprognostic (3.25e-3)	unprognostic (1.40e-1)	unprognostic (4.53e-3)	unprognostic (9.74e-2)	unprognostic (2.87e-2)	unprognostic (1.07e-2)	unprognostic (2.62e-2)	prognostic unfavourable (2.39e-4)	unprognostic (8.91e-2)	unprognostic (4.30e-1)	unprognostic (4.06e-2)	unprognostic (1.74e-1)
NOL3	O60936	unprognostic (2.83e-2)	unprognostic (1.63e-2)	unprognostic (3.34e-3)	unprognostic (1.07e-1)	unprognostic (2.70e-3)	unprognostic (2.83e-1)	prognostic unfavourable (6.43e-5)	unprognostic (5.74e-2)	unprognostic (4.07e-2)	unprognostic (1.83e-1)	unprognostic (2.15e-1)	unprognostic (8.08e-3)	prognostic unfavourable (2.41e-4)	unprognostic (1.39e-2)	unprognostic (3.65e-2)	unprognostic (3.90e-2)	unprognostic (1.48e-2)
GUCY1B1	Q02153	unprognostic (1.44e-1)	unprognostic (1.25e-1)	unprognostic (3.55e-2)	unprognostic (9.10e-3)	unprognostic (4.69e-2)	unprognostic (1.41e-2)	unprognostic (6.88e-2)	unprognostic (6.69e-3)	unprognostic (3.03e-3)	unprognostic (1.47e-1)	unprognostic (8.37e-2)	unprognostic (2.84e-1)	prognostic unfavourable (2.42e-4)	unprognostic (7.35e-3)	prognostic unfavourable (3.23e-4)	unprognostic (2.14e-1)	unprognostic (6.36e-3)
PTPRC		unprognostic (1.51e-2)	unprognostic (1.24e-2)	unprognostic (5.10e-3)	unprognostic (2.33e-3)	unprognostic (1.30e-1)	unprognostic (2.40e-3)	unprognostic (1.62e-1)	unprognostic (3.17e-2)	unprognostic (1.25e-1)	unprognostic (3.18e-2)	unprognostic (8.08e-2)	unprognostic (3.95e-1)	prognostic unfavourable (2.42e-4)	unprognostic (2.31e-1)	unprognostic (3.43e-2)	unprognostic (6.41e-2)	unprognostic (7.06e-2)
TSPAN13	O95857	unprognostic (3.22e-1)	unprognostic (1.45e-2)	unprognostic (1.48e-1)	unprognostic (3.52e-2)	prognostic unfavourable (3.56e-5)	unprognostic (2.63e-2)	prognostic unfavourable (2.94e-4)	unprognostic (5.69e-2)	unprognostic (6.63e-2)	prognostic favourable (2.20e-4)	unprognostic (1.50e-1)	unprognostic (3.07e-1)	prognostic unfavourable (2.43e-4)	unprognostic (1.15e-1)	unprognostic (2.37e-1)	unprognostic (1.01e-2)	unprognostic (1.42e-1)
C1orf54	Q8WWF1	unprognostic (4.64e-3)	unprognostic (6.81e-3)	unprognostic (4.01e-3)	unprognostic (5.69e-3)	unprognostic (2.22e-1)	unprognostic (1.72e-1)	unprognostic (1.51e-2)	unprognostic (1.88e-1)	unprognostic (1.26e-1)	unprognostic (1.33e-1)	unprognostic (3.45e-1)	unprognostic (3.21e-1)	prognostic unfavourable (2.43e-4)	unprognostic (3.16e-2)	unprognostic (8.06e-2)	unprognostic (1.33e-2)	unprognostic (4.48e-2)
TRAPPC12	Q8WVT3	prognostic favourable (1.80e-5)	unprognostic (9.21e-2)	unprognostic (1.01e-2)	unprognostic (1.97e-2)	unprognostic (7.96e-2)	unprognostic (1.32e-2)	unprognostic (1.57e-2)	unprognostic (1.80e-2)	unprognostic (1.38e-1)	unprognostic (4.27e-1)	prognostic favourable (9.15e-4)	unprognostic (3.23e-2)	prognostic unfavourable (2.44e-4)	unprognostic (1.26e-1)	unprognostic (1.49e-1)	unprognostic (1.53e-1)	unprognostic (7.18e-2)
NLRC5	Q86WI3	unprognostic (9.66e-2)	prognostic favourable (9.69e-4)	unprognostic (1.64e-2)	unprognostic (1.23e-2)	unprognostic (3.12e-1)	unprognostic (9.27e-3)	unprognostic (1.05e-1)	unprognostic (9.25e-2)	unprognostic (2.24e-2)	prognostic favourable (2.30e-4)	unprognostic (2.69e-1)	unprognostic (3.46e-1)	prognostic unfavourable (2.44e-4)	unprognostic (2.99e-2)	unprognostic (3.91e-2)	unprognostic (5.06e-2)	unprognostic (2.75e-3)
RAB8B	Q92930	unprognostic (7.67e-2)	unprognostic (3.33e-2)	unprognostic (2.75e-1)	unprognostic (1.32e-1)	unprognostic (5.20e-2)	unprognostic (4.01e-2)	unprognostic (1.46e-2)	unprognostic (5.94e-2)	unprognostic (3.19e-1)	unprognostic (2.75e-2)	unprognostic (1.71e-2)	unprognostic (4.17e-1)	prognostic unfavourable (2.44e-4)	unprognostic (1.97e-2)	unprognostic (3.14e-2)	unprognostic (4.19e-2)	unprognostic (7.47e-2)
CCDC40	Q4G0X9	unprognostic (5.89e-3)	unprognostic (2.30e-1)	unprognostic (8.76e-3)	prognostic favourable (2.95e-4)	unprognostic (1.51e-1)	unprognostic (8.80e-2)	unprognostic (1.44e-2)	unprognostic (1.53e-2)	unprognostic (2.34e-1)	unprognostic (2.00e-1)	unprognostic (1.04e-5)	unprognostic (7.38e-2)	prognostic unfavourable (2.45e-4)	unprognostic (1.86e-1)	unprognostic (2.84e-1)	unprognostic (1.91e-3)	unprognostic (4.26e-2)
NSMCE4A	Q9NXX6	unprognostic (1.16e-3)	unprognostic (2.86e-2)	unprognostic (1.56e-1)	unprognostic (3.73e-2)	unprognostic (4.09e-3)	unprognostic (2.18e-2)	unprognostic (1.64e-1)	prognostic favourable (2.72e-5)	unprognostic (3.16e-2)	unprognostic (7.47e-2)	unprognostic (1.08e-1)	unprognostic (6.44e-3)	prognostic unfavourable (2.45e-4)	unprognostic (1.64e-1)	unprognostic (8.13e-2)	unprognostic (1.35e-1)	unprognostic (7.01e-3)
C20orf24	Q9BUV8	unprognostic (2.14e-1)	unprognostic (4.75e-3)	unprognostic (6.83e-2)	unprognostic (1.78e-3)	unprognostic (3.88e-1)	unprognostic (2.24e-2)	prognostic unfavourable (4.56e-6)	unprognostic (4.47e-3)	unprognostic (3.89e-1)	unprognostic (2.90e-1)	unprognostic (2.37e-2)	unprognostic (8.60e-2)	prognostic unfavourable (2.46e-4)	unprognostic (2.57e-2)	unprognostic (1.08e-1)	unprognostic (1.00e-1)	unprognostic (9.98e-2)
ADAMTS5	Q9UNA0	unprognostic (1.97e-1)	unprognostic (2.88e-3)	unprognostic (2.69e-2)	unprognostic (4.01e-2)	unprognostic (4.67e-1)	unprognostic (2.10e-2)	unprognostic (4.38e-8)	unprognostic (1.11e-3)	unprognostic (7.66e-2)	unprognostic (6.17e-2)	unprognostic (8.13e-2)	unprognostic (7.76e-2)	prognostic unfavourable (2.46e-4)	unprognostic (6.69e-3)	unprognostic (3.01e-1)	prognostic unfavourable (8.54e-4)	unprognostic (1.15e-1)
ERFE	Q4G0M1	unprognostic (1.66e-1)	unprognostic (9.14e-2)	unprognostic (3.64e-4)	prognostic unfavourable (3.75e-4)	unprognostic (2.84e-1)	unprognostic (9.61e-4)	unprognostic (4.68e-3)	unprognostic (3.16e-3)	unprognostic (9.63e-2)	unprognostic (9.11e-2)	unprognostic (1.31e-4)	unprognostic (7.13e-2)	prognostic unfavourable (2.46e-4)	unprognostic (4.10e-3)	unprognostic (4.33e-2)	unprognostic (2.41e-2)	unprognostic (6.33e-2)
GPR173	Q9NS66	unprognostic (2.68e-1)	unprognostic (2.33e-1)	unprognostic (4.95e-3)	prognostic unfavourable (2.88e-6)	unprognostic (3.87e-2)	unprognostic (8.58e-2)	unprognostic (2.73e-1)	unprognostic (1.47e-1)	unprognostic (1.92e-1)	unprognostic (1.70e-2)	prognostic favourable (2.33e-5)	unprognostic (1.03e-1)	prognostic unfavourable (2.47e-4)	unprognostic (1.08e-4)	unprognostic (2.83e-1)	unprognostic (3.92e-2)	unprognostic (6.95e-2)
FAM162B	Q5T6X4	unprognostic (1.81e-1)	unprognostic (5.65e-3)	unprognostic (1.54e-1)	unprognostic (3.38e-1)	unprognostic (5.45e-2)	unprognostic (1.86e-5)	unprognostic (8.29e-2)	unprognostic (1.24e-1)	unprognostic (4.19e-2)	unprognostic (2.44e-2)	unprognostic (7.32e-2)	unprognostic (6.27e-3)	prognostic unfavourable (2.48e-4)	unprognostic (1.22e-2)	unprognostic (1.72e-1)	unprognostic (2.73e-3)	unprognostic (4.34e-2)
DLGAP4	Q9Y2H0	unprognostic (1.11e-1)	unprognostic (1.42e-1)	unprognostic (9.00e-2)	prognostic unfavourable (2.24e-5)	unprognostic (1.35e-1)	unprognostic (1.37e-1)	prognostic unfavourable (3.73e-6)	unprognostic (1.23e-1)	prognostic favourable (9.88e-5)	unprognostic (1.28e-1)	unprognostic (2.18e-2)	unprognostic (8.45e-2)	prognostic unfavourable (2.48e-4)	unprognostic (1.07e-1)	unprognostic (1.13e-1)	unprognostic (1.37e-1)	unprognostic (1.53e-1)
SEC22A	Q96IW7	unprognostic (2.94e-2)	unprognostic (1.09e-2)	unprognostic (1.96e-1)	unprognostic (8.25e-3)	unprognostic (2.16e-1)	unprognostic (9.04e-2)	unprognostic (1.13e-2)	unprognostic (4.91e-2)	unprognostic (6.59e-2)	unprognostic (2.16e-1)	unprognostic (2.05e-1)	unprognostic (2.66e-3)	prognostic unfavourable (2.48e-4)	unprognostic (1.46e-1)	unprognostic (1.61e-1)	unprognostic (3.03e-2)	unprognostic (5.25e-1)
